Titles	Genres
Girl in the Café, The (2005)[(5, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
40-Year-Old Virgin, The (2005)[(1, 0.9850000143051147), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Brothers Grimm, The (2005)[(0, 0.9879999756813049), (5, 0.0020000000949949026), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Transporter 2 (2005)[(2, 0.996999979019165)]	action
Doom (2005)[(2, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Waiting... (2005)[(0, 0.996999979019165)]	comedy
Aeon Flux (2005)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Man, The (2005)[(6, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Flightplan (2005)[(5, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (6, 0.0020000000949949026)]	action
Corpse Bride (2005)[(5, 0.9959999918937683)]	animation
Final Fantasy VII: Advent Children (2004)[(6, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
MirrorMask (2005)[(1, 0.9860000014305115), (0, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	fantasy
Wallace & Gromit in The Curse of the Were-Rabbit (2005)[(2, 0.9980000257492065)]	animation
Kiss Kiss Bang Bang (2005)[(9, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	comedy
In Her Shoes (2005)[(8, 0.996999979019165)]	romance
Star Wreck: In the Pirkinning (2005)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Brokeback Mountain (2005)[(5, 0.996999979019165)]	romance
Weather Man, The (2005)[(6, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Chicken Little (2005)[(5, 0.9959999918937683), (1, 0.0010000000474974513)]	animation
Just Friends (2005)[(0, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	romance
Pride & Prejudice (2005)[(6, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Harry Potter and the Goblet of Fire (2005)[(4, 0.9829999804496765), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	fantasy
Match Point (2005)[(9, 0.9980000257492065)]	romance
Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)[(8, 0.9959999918937683)]	fantasy
King Kong (2005)[(2, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	romance
Memoirs of a Geisha (2005)[(0, 0.9700000286102295), (1, 0.004000000189989805), (5, 0.004000000189989805), (2, 0.003000000026077032), (3, 0.003000000026077032)]	romance
Family Stone, The (2005)[(7, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Mozart and the Whale (2005)[(5, 0.9959999918937683), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (6, 0.0010000000474974513), (9, 0.0010000000474974513)]	romance
Ringer, The (2005)[(8, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
District 13 (Banlieue 13) (2004)[(0, 0.996999979019165)]	action
Hostel (2005)[(8, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Tristan & Isolde (2006)[(5, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (6, 0.0020000000949949026)]	romance
Last Holiday (2006)[(3, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	romance
Hoodwinked! (2005)[(7, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	animation
Underworld: Evolution (2006)[(4, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Little Manhattan (2005)[(7, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
On Probation (Tiempo de Valientes) (2005)[(1, 0.9909999966621399), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Nanny McPhee (2005)[(7, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Imagine Me & You (2005)[(7, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	romance
Date Movie (2006)[(1, 0.9909999966621399), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Ultraviolet (2006)[(0, 0.9959999918937683)]	sci-fi
V for Vendetta (2006)[(9, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	sci-fi
She's the Man (2006)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Lives of Others, The (Das leben der Anderen) (2006)[(9, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	romance
Lisbela e o Prisioneiro (Lisbela and the Prisoner) (2003)[(5, 0.9959999918937683)]	comedy
Slither (2006)[(0, 0.9929999709129333), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Renaissance (2006)[(3, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	animation
Sentinel, The (2006)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Mission: Impossible III (2006)[(2, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	action
RV (2006)[(6, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Over the Hedge (2006)[(5, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
X-Men: The Last Stand (2006)[(9, 0.996999979019165)]	sci-fi
Break-Up, The (2006)[(6, 0.9779999852180481), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (9, 0.003000000026077032)]	comedy
Cars (2006)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Nacho Libre (2006)[(1, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Click (2006)[(2, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
Devil Wears Prada, The (2006)[(8, 0.996999979019165)]	comedy
Pirates of the Caribbean: Dead Man's Chest (2006)[(4, 0.9959999918937683)]	action
Lady in the Water (2006)[(1, 0.9909999966621399), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	fantasy
Jet Li's Fearless (Huo Yuan Jia) (2006)[(2, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	action
Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)[(4, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	fantasy
Little Miss Sunshine (2006)[(3, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Army of Shadows (L'armée des ombres) (1969)[(1, 0.9959999918937683)]	action
Monster House (2006)[(1, 0.9779999852180481), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032), (9, 0.003000000026077032)]	animation
Night at the Museum (2006)[(6, 0.9980000257492065)]	fantasy
Stranger than Fiction (2006)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (6, 0.0010000000474974513)]	fantasy
Ant Bully, The (2006)[(3, 0.6809999942779541), (5, 0.31700000166893005)]	animation
Crank (2006)[(8, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	action
Chaos (2005)[(4, 0.9739999771118164), (0, 0.003000000026077032), (1, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032)]	action
Step Up (2006)[(8, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	romance
Mind Game (2004)[(7, 0.6150000095367432), (9, 0.3799999952316284), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Illusionist, The (2006)[(6, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	romance
Severance (2006)[(2, 0.7720000147819519), (6, 0.210999995470047), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026)]	comedy
Fountain, The (2006)[(5, 0.9959999918937683), (1, 0.0010000000474974513)]	sci-fi
Snoopy Come Home (1972)[(8, 0.9700000286102295), (1, 0.004000000189989805), (5, 0.004000000189989805), (0, 0.003000000026077032), (2, 0.003000000026077032)]	animation
Science of Sleep, The (La science des rêves) (2006)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Everyone's Hero (2006)[(6, 0.9950000047683716), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (8, 0.0010000000474974513)]	animation
Apocalypto (2006)[(8, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Flyboys (2006)[(4, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	romance
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)[(5, 0.996999979019165)]	comedy
Pan's Labyrinth (Laberinto del fauno, El) (2006)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	fantasy
Open Season (2006)[(8, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
G.O.R.A. (2004)[(3, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Departed, The (2006)[(6, 0.9980000257492065)]	action
Employee of the Month (2006)[(5, 0.9980000257492065)]	comedy
Man of the Year (2006)[(0, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
Marine, The (2006)[(5, 0.9879999756813049), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Elementary Particles, The (Elementarteilchen) (2006)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	romance
Children of Men (2006)[(5, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Prestige, The (2006)[(3, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Flushed Away (2006)[(9, 0.996999979019165)]	animation
Casino Royale (2006)[(3, 0.9959999918937683)]	action
Déjà Vu (Deja Vu) (2006)[(3, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
10 Items or Less (2006)[(9, 0.996999979019165)]	comedy
Holiday, The (2006)[(3, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026)]	romance
Tenacious D in The Pick of Destiny (2006)[(7, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Blood Diamond (2006)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Eragon (2006)[(1, 0.9959999918937683), (5, 0.0010000000474974513)]	fantasy
Painted Veil, The (2006)[(2, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	romance
Plague Dogs, The (1982)[(1, 0.9710000157356262), (5, 0.004000000189989805), (0, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032)]	animation
Arthur and the Invisibles (2007)[(1, 0.996999979019165)]	fantasy
American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006)[(5, 0.9869999885559082), (1, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Bridge to Terabithia (2007)[(1, 0.9959999918937683), (5, 0.0010000000474974513)]	fantasy
Waitress (2007)[(9, 0.996999979019165)]	romance
Norbit (2007)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Cocaine Cowboys (2006)[(0, 0.9929999709129333), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Ratatouille (2007)[(9, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	animation
Paris, I Love You (Paris, je t'aime) (2006)[(1, 0.9710000157356262), (5, 0.004000000189989805), (0, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032)]	romance
Music and Lyrics (2007)[(3, 0.996999979019165)]	romance
Hot Fuzz (2007)[(6, 0.9959999918937683), (5, 0.0010000000474974513)]	action
Next (2007)[(7, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	action
300 (2007)[(5, 0.996999979019165)]	action
Last Mimzy, The (2007)[(5, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	sci-fi
Priceless (Hors de prix) (2006)[(9, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	romance
Host, The (Gwoemul) (2006)[(7, 0.996999979019165)]	comedy
Becoming Jane (2007)[(1, 0.9779999852180481), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032), (9, 0.003000000026077032)]	romance
Reign Over Me (2007)[(2, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Shooter (2007)[(4, 0.9959999918937683)]	action
TMNT (Teenage Mutant Ninja Turtles) (2007)[(1, 0.7860000133514404), (7, 0.20000000298023224), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	animation
Sunshine (2007)[(0, 0.9819999933242798), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	sci-fi
Fracture (2007)[(8, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	action
Big Nothing (2006)[(3, 0.5410000085830688), (7, 0.4569999873638153)]	comedy
Spider-Man 3 (2007)[(1, 0.9850000143051147), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	action
Paprika (Papurika) (2006)[(6, 0.9959999918937683)]	animation
Day Watch (Dnevnoy dozor) (2006)[(2, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Hairspray (2007)[(1, 0.996999979019165)]	comedy
28 Weeks Later (2007)[(0, 0.9900000095367432), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Shrek the Third (2007)[(1, 0.9959999918937683), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513), (9, 0.0010000000474974513)]	comedy
Once (2006)[(3, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (4, 0.0020000000949949026)]	romance
Pirates of the Caribbean: At World's End (2007)[(1, 0.9980000257492065)]	comedy
Librarian: Return to King Solomon's Mines, The (2006)[(0, 0.996999979019165)]	action
Cashback (2006)[(5, 0.996999979019165)]	fantasy
Fido (2006)[(3, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Death at a Funeral (2007)[(9, 0.4350000023841858), (5, 0.43299999833106995), (3, 0.12999999523162842)]	comedy
Live Free or Die Hard (2007)[(4, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	action
Transformers (2007)[(1, 0.9869999885559082), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	sci-fi
